,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,predictA
1182,L3,7,B,1400,A+3,g2,r16,g5,t21,0,3,11,44.0,1,1,0,0.0,-1,0,2,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,137,-3.25,-3.0,-0.12,3.13,2.88,0.12,3,23.51,47.09,23.73,47.31,0.0,130,13.0,C
1183,L1,7,B,1400,A+3,g2,r16,g5,t21,0,3,6,44.0,1,1,0,0.0,-2,0,4,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ts,84,-5.5,-1.25,1.0,6.5,2.25,-0.23,2,24.0,47.55,23.93,47.48,0.0,130,6.7,C
1184,L2,7,B,1400,A+3,g2,r16,g5,t21,0,3,11,44.0,1,1,0,0.0,0,1,7,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ts,105,-3.5,-3.0,0.5,4.0,3.5,0.45,1,22.92,46.19,23.09,46.36,0.0,130,22.0,C
1185,L2,6,B,1400,A+3,g1,r15,g3,t11,0,5,11,4.7,9,1,0,0.0,1,1,1,5,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,tc,358,-4.0,-2.5,-1.75,2.25,0.75,-1.0,7,24.48,47.31,24.1,46.93,0.0,130,9.7,A
1186,L1,6,B,1400,A+3,g1,r15,g3,t11,0,5,1,4.7,9,1,0,0.0,3,1,1,5,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,zc,109,-2.25,-2.0,-0.25,2.0,1.75,-1.29,5,23.03,44.94,23.22,45.13,0.0,130,7.9,A
1187,L3,6,B,1400,A+3,g1,r15,g3,t11,0,5,0,4.7,9,1,0,0.0,0,0,0,5,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,130,0.0,A
1188,L1,5,B,1400,A+3,g2,r18,g1,t1,0,1,-1,11.0,12,0,0,0.0,0,-1,-1,3,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,63,-1.5,-2.5,-3.75,-2.25,-1.25,0.05,9,23.25,46.55,23.23,46.53,14.0,126,25.0,D
1189,L2,5,B,1400,A+3,g2,r18,g1,t1,0,1,-3,11.0,12,0,0,0.0,1,2,2,7,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tz,119,-3.75,-4.0,-2.25,1.5,1.75,1.28,4,21.7,44.98,21.93,45.21,0.0,126,5.0,B
1190,L3,5,B,1400,A+3,g2,r18,g1,t1,0,1,-5,11.0,12,0,0,0.0,-1,3,3,11,0,0,0.0,0.0,23.0,0.0,0.0,False,False,True,False,False,tc,154,-8.5,-5.25,-3.5,5.0,1.75,-1.35,6,23.39,45.88,23.72,46.21,0.0,126,6.5,C
1191,L3,4,B,1400,A+3,g3,r24,g4,t16,0,2,-3,17.0,2,1,0,0.0,-1,0,0,11,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tz,119,-3.5,-4.75,-5.75,-2.25,-1.0,-1.92,9,22.25,43.03,22.63,43.41,41.0,125,58.0,A
1192,L2,4,B,1400,A+3,g3,r24,g4,t16,0,2,0,17.0,2,1,0,0.0,-4,1,1,9,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,tz,78,-5.25,-4.5,-10.5,-5.25,-6.0,-1.51,10,23.79,45.87,23.59,45.67,86.0,125,103.0,E
1193,L1,4,B,1400,A+3,g3,r24,g4,t16,0,2,2,17.0,2,1,0,0.0,1,8,8,11,0,0,0.0,0.0,22.7,0.0,0.0,False,False,True,False,False,gz,67,-8.25,-6.0,-0.75,7.5,5.25,-1.5,1,23.61,45.62,23.56,45.57,142.0,125,159.0,A
1194,L1,5,B,1400,A+3,a2,r4,g3,t13,0,-1,-4,90.0,6,1,0,0.0,0,-4,-4,5,0,0,0.0,0.0,0.0,23.3,0.0,False,False,False,True,False,tz,70,-1.75,-2.0,-5.5,-3.75,-3.5,-0.63,9,23.25,45.99,23.27,46.01,0.0,123,68.0,E
1195,L2,5,B,1400,A+3,a2,r4,g3,t13,-1,-1,11,90.0,6,1,0,0.0,1,-1,-9,5,0,0,0.0,0.0,0.0,23.3,0.0,False,False,False,True,False,tc,147,-2.75,-4.5,-17.0,-14.25,-12.5,-2.43,14,25.09,48.3,25.91,49.12,298.0,123,388.0,E
1196,L3,5,B,1400,A+3,a2,r4,g3,t13,-1,-1,8,90.0,6,1,0,0.0,-3,-1,-1,9,0,0,0.0,0.0,0.0,23.3,0.0,False,False,False,True,False,tz,175,-5.5,-5.25,-13.5,-8.0,-8.25,-1.24,12,23.67,46.22,23.99,46.54,275.0,123,365.0,E
1197,L3,6,B,1400,A+3,g2,r17,g1,t23,0,-9,5,4.1,13,1,0,0.0,-2,0,1,5,1,0,0.0,0.0,22.9,0.0,0.0,True,False,True,False,False,tc,119,-3.0,-3.0,-1.25,1.75,1.75,0.75,4,22.39,45.48,22.46,45.55,17.9,123,22.0,C
1198,L1,6,B,1400,A+3,g2,r17,g1,t23,0,-9,5,4.1,13,1,0,0.0,0,-1,-2,3,1,0,0.0,0.0,22.9,0.0,0.0,True,False,True,False,False,tc,63,-2.0,-1.75,-3.5,-1.5,-1.75,0.27,9,22.97,46.31,23.19,46.53,6.9,123,11.0,C
1199,L2,6,B,1400,A+3,g2,r17,g1,t23,0,-9,5,4.1,13,1,0,0.0,1,0,-5,3,1,0,0.0,0.0,22.9,0.0,0.0,True,False,True,False,False,tc,91,-0.75,-0.5,-5.5,-4.75,-5.0,-1.16,8,24.22,47.33,24.39,47.5,0.0,123,7.5,C
1200,L1,5,B,1400,A+3,a1,r1,g2,t5,0,-7,-2,17.0,8,0,0,0.0,0,-1,6,11,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,112,-5.5,-7.25,-4.75,0.75,2.5,0.82,2,22.65,46.22,22.7,46.27,185.0,123,202.0,D
1201,L3,5,B,1400,A+3,a1,r1,g2,t5,0,-7,0,17.0,8,0,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,D
1202,L2,5,B,1400,A+3,a1,r1,g2,t5,0,-7,0,17.0,8,0,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,D
1203,L2,5,B,1400,A+3,g4,r29,g3,t12,0,9,-2,110.0,7,0,0,0.0,1,6,6,11,0,3,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gz,95,-8.25,-7.25,-5.5,2.75,1.75,-0.68,3,23.81,46.44,23.26,45.89,49.0,117,159.0,E
1204,L3,5,B,1400,A+3,g4,r29,g3,t12,0,9,-10,110.0,7,0,0,0.0,0,0,1,11,0,3,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gs,158,-12.5,-8.75,-7.5,5.0,1.25,-0.25,9,24.72,48.74,24.02,48.04,0.0,117,29.0,B
1205,L1,5,B,1400,A+3,g4,r29,g3,t12,0,9,-3,110.0,7,0,0,0.0,-1,0,4,11,0,3,0.0,22.1,0.0,0.0,0.0,False,True,False,False,False,gs,60,-9.5,-7.75,-8.25,1.25,-0.5,-0.12,7,24.58,48.89,24.36,48.67,0.0,117,45.0,E
1206,L1,4,B,1400,A+3,g1,r14,g2,t6,0,-7,3,12.0,11,0,0,0.0,-2,-1,-1,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,63,-4.5,-4.5,-5.5,-1.0,-1.0,-0.58,10,23.02,45.56,23.19,45.73,0.0,116,15.0,D
1207,L2,4,B,1400,A+3,g1,r14,g2,t6,0,-7,3,12.0,11,0,0,0.0,0,0,-8,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,81,1.0,1.5,-8.0,-9.0,-9.5,-0.71,11,24.94,49.42,25.26,49.74,0.0,116,6.1,D
1208,L3,4,B,1400,A+3,g1,r14,g2,t6,0,-7,-5,12.0,11,0,0,0.0,0,0,-7,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,98,-2.0,-3.0,-10.5,-8.5,-7.5,-1.55,14,24.86,48.67,25.24,49.05,0.0,116,8.8,D
1209,L3,4,B,1400,A+3,a4,r10,g2,t7,0,19,-11,19.0,4,0,0,0.0,2,-1,3,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,112,-3.25,-2.5,-4.25,-1.0,-1.75,-0.01,7,23.97,48.03,23.8,47.86,0.0,111,10.0,E
1210,L1,4,B,1400,A+3,a4,r10,g2,t7,0,19,-7,19.0,4,0,0,0.0,1,0,3,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,70,-6.75,-3.5,-4.75,2.0,-1.25,-0.41,3,24.01,47.31,23.54,46.84,0.0,111,15.0,B
1211,L2,4,B,1400,A+3,a4,r10,g2,t7,0,19,-11,19.0,4,0,0,0.0,4,-1,-3,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,84,-5.75,-6.0,-5.5,0.25,0.5,0.98,7,22.95,46.95,22.75,46.75,0.0,111,9.5,B
1212,L2,5,B,1400,A+3,a4,r12,g2,t9,0,26,-2,98.0,5,0,0,0.0,-1,-1,-3,3,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,ts,238,-2.0,-3.0,-2.25,-0.25,0.75,-0.22,6,24.85,48.86,24.18,48.19,0.0,115,23.0,D
1213,L3,5,B,1400,A+3,a4,r12,g2,t9,0,26,-5,98.0,5,0,0,0.0,0,-2,-7,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,gs,284,1.0,-1.25,-4.25,-5.25,-3.0,0.2,11,24.79,49.01,23.9,48.12,0.0,115,23.0,D
1214,L1,5,B,1400,A+3,a4,r12,g2,t9,0,26,-2,98.0,5,0,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,gs,214,-1.75,-1.5,-2.75,-1.0,-1.25,-0.36,4,24.63,48.3,23.98,47.65,0.0,115,24.0,D
1215,L3,5,B,1200,A+3,g2,r16,g2,t8,0,14,11,6.5,1,1,0,0.0,0,0,0,1,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,tc,224,0.25,0.25,0.06,0.19,0.19,0.16,3,22.84,45.45,22.78,45.39,0.0,133,1.5,B
1216,L2,5,B,1200,A+3,g2,r16,g2,t8,0,14,4,6.5,1,1,0,0.0,1,-1,-1,11,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,tc,196,-8.25,-7.25,-8.25,0.0,-1.0,-1.37,9,23.5,45.18,23.17,44.85,0.0,133,2.4,A
1217,L1,5,B,1200,A+3,g2,r16,g2,t8,0,14,6,6.5,1,1,0,0.0,1,0,0,1,0,0,0.0,0.0,22.2,0.0,0.0,False,False,True,False,False,tc,119,-0.06,0.5,0.5,0.56,0.0,0.05,5,22.97,45.39,22.55,44.97,0.0,133,3.7,B
1218,L1,6,B,1200,A+3,g2,r18,g1,t1,0,-5,3,30.0,4,1,0,0.0,-4,10,10,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-4.25,-5.0,-0.5,3.75,4.5,0.65,1,22.03,44.77,22.18,44.92,0.0,133,6.6,B
1219,L3,6,B,1200,A+3,g2,r18,g1,t1,0,-5,5,30.0,4,1,0,0.0,0,4,4,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,102,-4.25,-4.5,-1.0,3.25,3.5,-0.77,2,23.11,45.51,23.32,45.72,0.0,133,9.6,B
1220,L2,6,B,1200,A+3,g2,r18,g1,t1,0,-5,5,30.0,4,1,0,0.0,1,5,5,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,78,-4.5,-3.25,-0.12,4.38,3.13,-0.34,3,22.09,43.93,22.33,44.17,0.0,133,5.3,B
1221,L3,4,B,1200,A+3,g3,r24,g4,t16,0,-3,0,20.0,2,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,133,0.0,A
1222,L1,4,B,1200,A+3,g3,r24,g4,t16,0,-3,0,20.0,2,0,0,0.0,2,5,5,9,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tc,84,-5.75,-4.75,-1.75,4.0,3.0,-0.18,3,22.27,44.45,22.36,44.54,0.0,133,19.0,A
1223,L2,4,B,1200,A+3,g3,r24,g4,t16,0,-3,0,20.0,2,0,0,0.0,1,2,2,11,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,dd,137,-5.25,-5.25,-3.5,1.75,1.75,-0.07,3,22.38,45.17,22.86,45.65,0.0,133,27.0,A
1224,L3,6,B,1200,A+3,g1,r13,g2,t9,0,22,-3,22.0,6,1,0,0.0,2,-2,-2,1,0,0,0.0,0.0,23.1,0.0,0.0,False,False,True,False,False,tc,256,-0.25,0.06,-1.5,-1.25,-1.56,-0.53,5,23.73,46.39,23.1,45.76,0.0,127,4.0,A
1225,L2,6,B,1200,A+3,g1,r13,g2,t9,0,22,-3,22.0,6,1,0,0.0,0,4,4,5,0,0,0.0,0.0,23.1,0.0,0.0,False,False,True,False,False,tc,238,-3.0,-3.0,-0.01,2.99,2.99,-0.07,3,23.21,45.66,22.43,44.88,0.0,127,3.0,C
1226,L1,6,B,1200,A+3,g1,r13,g2,t9,0,22,-3,22.0,6,1,0,0.0,-2,-8,-8,5,0,0,0.0,0.0,23.1,0.0,0.0,False,False,True,False,False,tc,210,-3.5,-4.25,-18.0,-14.5,-13.75,-3.55,14,26.7,49.28,26.04,48.62,0.0,127,7.0,C
1227,L2,6,B,1200,A+3,a1,r2,g5,t19,0,16,-15,12.0,5,1,0,0.0,0,-4,-4,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,84,0.75,1.5,-2.25,-3.0,-3.75,-0.86,11,23.35,45.69,22.75,45.09,37.0,115,49.0,A
1228,L1,6,B,1200,A+3,a1,r2,g5,t19,0,16,-4,12.0,5,1,0,0.0,0,-2,-2,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,63,-1.75,-2.25,-3.0,-1.25,-0.75,-0.24,8,23.3,46.0,22.82,45.52,9.0,115,21.0,A
1229,L3,6,B,1200,A+3,a1,r2,g5,t19,0,16,-8,12.0,5,1,0,0.0,0,-2,-2,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,112,1.0,0.25,-3.75,-4.75,-4.0,-0.36,9,23.36,46.03,22.79,45.46,0.0,115,8.5,A
1230,L1,4,B,1200,A+3,g1,r15,g1,t2,1,-7,-7,1.4,7,1,3,23.5,2,8,8,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,63,-6.0,-4.25,4.0,10.0,8.25,0.36,1,21.61,44.0,21.82,44.21,0.0,124,1.4,A
1231,L3,4,B,1200,A+3,g1,r15,g1,t2,1,-7,-4,1.4,7,1,3,23.5,0,5,5,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,235,-3.75,-8.0,-0.25,3.5,7.75,-0.07,1,21.08,43.02,21.89,43.83,13.6,124,15.0,A
1232,L2,4,B,1200,A+3,g1,r15,g1,t2,1,-7,-3,1.4,7,1,3,23.5,1,9,9,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,84,-5.75,-5.75,-0.5,5.25,5.25,0.96,1,21.21,43.71,21.45,43.95,0.0,124,3.9,A
1233,L3,4,B,1200,A+3,a1,r1,g1,t3,0,0,0,75.0,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,D
1234,L1,4,B,1200,A+3,a1,r1,g1,t3,0,0,0,75.0,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,D
1235,L2,4,B,1200,A+3,a1,r1,g1,t3,0,0,0,75.0,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,D
1236,L1,4,B,1200,A+3,g2,r17,g3,t10,0,11,0,22.0,9,1,6,23.1,1,7,7,11,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,tc,63,-5.75,-4.5,-2.0,3.75,2.5,-0.01,3,22.76,45.18,22.43,44.85,119.0,119,141.0,E
1237,L3,4,B,1200,A+3,g2,r17,g3,t10,0,11,-6,22.0,9,1,6,23.1,1,0,0,5,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,tc,112,-3.5,-2.0,-4.25,-0.75,-2.25,-0.4,6,22.86,45.29,22.65,45.08,81.0,119,103.0,E
1238,L2,4,B,1200,A+3,g2,r17,g3,t10,0,11,-2,22.0,9,1,6,23.1,0,-1,-6,3,0,0,0.0,0.0,23.9,0.0,0.0,False,False,True,False,False,ss,84,-2.0,-2.0,-6.5,-4.5,-4.5,-0.67,11,23.63,46.77,23.75,46.89,66.0,119,88.0,B
1239,L3,4,B,1200,A+3,a3,r5,g3,t11,1,-9,-4,86.0,8,0,0,0.0,1,3,3,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,151,-2.75,-2.0,0.75,3.5,2.75,1.38,2,22.2,45.78,22.08,45.66,0.0,118,1.8,D
1240,L1,4,B,1200,A+3,a3,r5,g3,t11,0,-9,-4,86.0,8,0,0,0.0,1,3,3,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,95,-5.0,-4.0,-2.5,2.5,1.5,-0.51,2,22.74,45.36,23.01,45.63,0.0,118,2.7,D
1241,L2,4,B,1200,A+3,a3,r5,g3,t11,1,-9,-14,86.0,8,0,0,0.0,1,2,2,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,123,-1.75,-1.75,2.0,3.75,3.75,0.87,3,22.15,45.5,22.06,45.41,0.0,118,3.1,D
1242,L3,4,B,1200,A+3,g1,r14,g2,t6,1,-8,-16,13.0,3,1,0,0.0,0,-2,-2,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,112,-1.25,-0.25,-2.75,-1.5,-2.5,-1.37,10,23.16,45.67,23.4,45.91,0.0,115,7.1,B
1243,L1,4,B,1200,A+3,g1,r14,g2,t6,1,-8,-16,13.0,3,1,0,0.0,0,0,0,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,tc,74,1.25,1.0,0.06,1.19,0.94,-1.17,9,22.59,44.73,22.83,44.97,0.0,115,3.7,B
1244,L2,4,B,1200,A+3,g1,r14,g2,t6,1,-8,-16,13.0,3,1,0,0.0,0,-2,-2,1,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,dd,95,0.75,1.0,-1.75,-2.5,-2.75,-0.7,10,22.98,45.8,23.04,45.86,0.0,115,4.7,C
1245,L1,5,B,1000,A+3,g3,r24,g2,t8,-1,21,6,66.0,7,0,0,0.0,0,0,0,5,5,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,203,-7.75,-3.5,-2.5,5.25,1.0,0.02,2,23.43,46.07,22.8,45.44,0.0,132,16.0,C
1246,L2,5,B,1000,A+3,g3,r24,g2,t8,0,21,10,66.0,7,0,0,0.0,0,0,0,5,5,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,224,-4.25,-3.0,-5.25,-1.0,-2.25,0.15,7,24.23,47.62,23.54,46.93,0.0,132,6.3,E
1247,L3,5,B,1000,A+3,g3,r24,g2,t8,0,21,12,66.0,7,0,0,0.0,0,0,0,5,5,0,22.9,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,252,-7.75,-4.0,-1.75,6.0,2.25,0.39,1,23.9,46.81,22.88,45.79,0.0,132,20.0,E
1248,L2,5,B,1000,A+3,g1,r15,g1,t3,0,4,8,3.6,8,1,0,0.0,0,2,2,3,0,6,0.0,22.7,0.0,22.3,0.0,False,True,False,True,False,tc,127,-0.75,-1.0,0.5,1.25,1.5,-2.26,5,22.4,42.33,22.43,42.36,0.0,131,2.4,A
1249,L3,5,B,1000,A+3,g1,r15,g1,t3,0,4,11,3.6,8,1,0,0.0,4,1,1,5,0,6,0.0,22.7,0.0,22.3,0.0,False,True,False,True,False,tc,189,-1.25,-1.5,-0.12,1.13,1.38,-1.85,7,21.89,41.93,22.22,42.26,0.0,131,4.7,A
1250,L1,5,B,1000,A+3,g1,r15,g1,t3,0,4,2,3.6,8,1,0,0.0,-1,1,1,3,0,6,0.0,22.7,0.0,22.3,0.0,False,True,False,True,False,dd,95,-1.0,-1.25,-0.25,0.75,1.0,-1.81,5,23.25,44.51,23.13,44.39,0.0,131,2.9,A
1251,L1,6,B,1000,A+3,g2,r18,g4,t17,0,-22,5,12.0,3,0,0,0.0,0,0,8,9,0,3,0.0,22.7,0.0,0.0,22.0,False,True,False,False,True,ss,112,-3.0,-2.5,0.01,3.01,2.51,0.58,2,22.12,45.33,22.78,45.99,0.0,130,12.0,C
1252,L3,6,B,1000,A+3,g2,r18,g4,t17,1,-22,-1,12.0,3,0,0,0.0,0,0,5,5,0,3,0.0,22.7,0.0,0.0,22.0,False,True,False,False,True,ss,168,-3.5,-2.75,0.25,3.75,3.0,0.0,2,23.7,47.31,23.58,47.19,0.0,130,2.7,D
1253,L2,6,B,1000,A+3,g2,r18,g4,t17,0,-22,11,12.0,3,0,0,0.0,1,0,1,5,0,3,0.0,22.7,0.0,0.0,22.0,False,True,False,False,True,ss,140,-3.5,-2.5,-3.0,0.5,-0.5,0.59,8,23.06,46.77,23.45,47.16,0.0,130,9.3,C
1254,L1,5,B,1000,A+3,g2,r17,g5,t20,0,11,2,4.6,10,1,0,0.0,0,4,4,7,0,2,0.0,21.7,0.0,0.0,0.0,False,True,False,False,False,ts,140,-3.5,-1.75,-1.75,1.75,0.0,-0.26,4,23.04,45.43,22.71,45.1,0.0,128,3.5,C
1255,L2,5,B,1000,A+3,g2,r17,g5,t20,0,11,4,4.6,10,1,0,0.0,-1,9,9,11,0,2,0.0,21.7,0.0,0.0,0.0,False,True,False,False,False,tc,189,-2.0,-5.5,-0.25,1.75,5.25,-0.74,1,21.69,42.25,21.42,41.98,32.4,128,37.0,C
1256,L3,5,B,1000,A+3,g2,r17,g5,t20,0,11,17,4.6,10,1,0,0.0,-1,11,11,11,0,2,0.0,21.7,0.0,0.0,0.0,False,True,False,False,False,ts,218,-5.0,-4.0,0.01,5.01,4.01,0.02,1,23.2,45.43,22.72,44.95,19.4,128,24.0,C
1257,L2,5,B,1000,A+3,g1,r13,g2,t5,0,-15,2,5.7,13,0,0,0.0,0,-1,-1,1,0,4,0.0,22.3,0.0,0.0,0.0,False,True,False,False,False,ss,91,1.25,0.75,-0.25,-1.5,-1.0,-1.06,5,22.8,44.66,22.98,44.84,39.3,124,45.0,C
1258,L1,5,B,1000,A+3,g1,r13,g2,t5,0,-15,0,5.7,13,0,0,0.0,0,-2,-2,1,0,4,0.0,22.3,0.0,0.0,0.0,False,True,False,False,False,ts,70,-0.75,-0.5,-1.75,-1.0,-1.25,-0.22,7,22.16,44.55,22.61,45.0,7.3,124,13.0,A
1259,L3,5,B,1000,A+3,g1,r13,g2,t5,0,-15,2,5.7,13,0,0,0.0,-4,-1,-1,7,0,4,0.0,22.3,0.0,0.0,0.0,False,True,False,False,False,ts,105,-3.25,-6.5,-9.0,-5.75,-2.5,-1.15,9,23.32,45.7,23.59,45.97,25.3,124,31.0,A
1260,L2,4,B,1000,A+3,g2,r16,g2,t9,1,10,-10,5.0,4,0,0,0.0,0,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,189,-1.25,-0.25,0.06,1.31,0.31,0.0,6,22.54,45.05,22.21,44.72,0.0,123,2.0,A
1261,L1,4,B,1000,A+3,g2,r16,g2,t9,0,10,0,5.0,4,0,0,0.0,1,-2,-2,5,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,105,-2.5,-1.75,-2.5,0.0,-0.75,-1.54,8,23.58,45.32,23.28,45.02,0.0,123,3.7,C
1262,L3,4,B,1000,A+3,g2,r16,g2,t9,1,10,-10,5.0,4,0,0,0.0,-1,-3,-3,1,2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,ts,230,0.25,-0.5,-4.75,-5.0,-4.25,-1.57,11,24.59,46.98,23.66,46.05,0.0,123,2.1,A
1263,L2,6,B,1000,A+3,a1,r2,g2,t7,0,26,-13,46.0,5,0,0,0.0,-3,4,4,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,127,-1.75,-4.25,-2.0,-0.25,2.25,-1.71,2,21.94,42.23,21.61,41.9,0.0,112,22.0,A
1264,L3,6,B,1000,A+3,a1,r2,g2,t7,0,26,-14,46.0,5,0,0,0.0,-2,-4,-4,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,158,-1.25,-1.75,-3.25,-2.0,-1.5,-1.58,10,23.17,44.67,22.66,44.16,0.0,112,8.5,A
1265,L1,6,B,1000,A+3,a1,r2,g2,t7,0,26,-12,46.0,5,0,0,0.0,-2,3,3,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,95,-2.5,-5.25,-2.75,-0.25,2.5,-1.18,3,23.26,44.92,22.48,44.14,0.0,112,20.0,A
1266,L3,6,B,1000,A+3,g1,r14,g1,t1,0,1,0,9.5,1,0,0,0.0,1,-4,-4,1,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,189,-0.06,1.25,-1.75,-1.69,-3.0,-2.39,10,22.3,42.3,22.39,42.39,3.5,122,13.0,B
1267,L2,6,B,1000,A+3,g1,r14,g1,t1,0,1,1,9.5,1,0,0,0.0,0,-1,-1,1,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,tc,127,-0.25,-0.25,-1.0,-0.75,-0.75,-2.57,9,22.52,42.41,22.49,42.38,0.0,122,4.2,B
1268,L1,6,B,1000,A+3,g1,r14,g1,t1,0,1,0,9.5,1,0,0,0.0,-3,0,0,7,0,1,0.0,22.7,0.0,0.0,0.0,False,True,False,False,False,dd,95,-1.5,-3.5,-2.75,-1.25,0.75,-1.59,6,23.16,44.7,23.13,44.67,0.0,122,8.5,B
1269,L2,7,B,1000,A+3,a3,r6,g4,t14,0,0,1,23.0,12,0,6,23.1,0,-6,-6,5,0,0,0.0,0.0,22.8,0.0,0.0,False,False,True,False,False,gs,179,-2.75,-2.5,-5.25,-2.5,-2.75,-0.98,10,23.79,46.51,23.73,46.45,90.0,119,113.0,A
