age,nameA,nameB,wdiff,ldiff,l2rwd,l2rld,l3rwd,l3rld,fd,dw,py,mtv,morn,p1,p2,pd,pf,l2p1,l2p2,l2pd,l2pf,l3p1,l3p2,l3pd,l3pf,w1btd1,w2btd1,w3btd1,w4btd1,w6btd1,wk1Bt,wk2Bt,wk3Bt,wk4Bt,wk6Bt,dc,lt,ll3,ll2,ll1,d2leng,d1leng,lbx,sr,adj1,adj8,ad1,ad8,l2adj1,l2adj8,l3adj1,l2adj8,l2itv,l2dc,l2l3,l2l2,l2l1,last2Bx,l2sk,l3dc,L3Itv,l3l3,l3l2,l3l1,last3Bx,l3sk,IWin,al,ldiv,predictA
4,徐雨石,巫顯東,0,124,1087,124,1087,124,350,5,0,3,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.7,22.4,FALSE,FALSE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,124,NULL,13
3,賀賢,潘明輝,4,-1,1064,125,1064,125,53,2,0,6,22,-1,-4,-4,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,同程,22,-0.5,-1.5,-3.5,-3,-2,-2.31,8,23.42,44.44,23.3,44.32,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,125,22,4
3,丁冠豪,巴度,1,-1,1114,127,1114,127,34,8,0,NULL,NULL,-1,5,5,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.4,FALSE,FALSE,FALSE,FALSE,TRUE,同程,22,-2.75,-3.5,-4.75,-2,-1.25,-2.24,6,23.22,44.2,23.19,44.17,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,77,127,111,12
3,姚本輝,黎海榮,0,127,1179,127,1179,127,19,13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.4,NULL,NULL,22.7,NULL,TRUE,FALSE,FALSE,TRUE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,NULL,9
3,方嘉柏,薛恩,0,127,1187,127,1187,127,164,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.3,NULL,22.3,21.9,FALSE,TRUE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,NULL,6
3,霍利時,田泰安,-16,-2,-12,-2,-28,-1,86,11,0,NULL,NULL,-2,3,3,78,0,-3,-3,910,0,-2,-2,34,NULL,NULL,NULL,NULL,22.1,FALSE,FALSE,FALSE,FALSE,TRUE,同程,77,-1.5,-3.25,-6.5,-5,-3.25,-2.26,5,22.55,43.38,23.03,43.86,22.95,45.12,24.11,45.12,137,NULL,-3,-7.5,-7,-0.84,9,田縮,238,-0.5,-0.75,-9,-1.2,7,NULL,119,86,8
3,何良,楊明綸,9,-1,-7,-5,3,-7,205,3,0,NULL,NULL,0,0,-8,34,-1,0,3,1114,0,-6,-6,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,11,-2.25,-2.25,-17.5,-15.25,-15.25,-1.82,11,26.3,50.54,26.03,50.27,23.21,46.38,23.55,46.38,22,縮程,-10.5,-7.5,-9.25,-0.19,4,NULL,39,-0.25,-3.5,-6.75,-1.98,12,-12,117,193,7
5,蘇偉賢,潘頓,4,20,3,17,2,12,3,2,0,NULL,NULL,0,1,-5,34,0,0,-3,34,1,-1,3,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,22,-2.25,-1.75,-5.75,-3.5,-4,-1.48,9,25.09,48.1,24.99,48,24.36,47.42,23.44,47.42,50,同程,-3.5,-1.5,-2.75,-0.88,10,谷縮,74,-5.75,-3.25,-5,0.91,4,24,133,27,7
6,何良,梁家俊,-6,2,-12,1,-6,9,16,10,0,NULL,NULL,-1,0,6,1114,-2,-5,-3,56,-1,-1,-7,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,-6.25,-5.25,-5,1.25,0.25,-0.5,3,23.84,47.28,23.99,47.43,24.83,49.15,25.07,49.15,28,縮程,-3.5,-5.25,-14.75,-0.49,13,縮程,50,-1.5,-1.75,-7.75,-1.05,12,84,131,100,11
7,徐雨石,黃皓楠,6,-1,20,-5,25,-7,43,8,0,NULL,NULL,NULL,NULL,NULL,NULL,-1,1,5,1114,-1,-1,0,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,32,-11.5,-11.25,-5.25,6.25,6,1.32,2,23.27,47.74,23.13,47.6,23.31,47.19,23.71,47.19,46,谷縮,-7.5,-5.25,-4,0.45,5,谷縮,66,-5,-5,-3.5,-0.34,5,NULL,126,40,12
3,姚本輝,蔡明紹,-34,2,1063,127,1063,127,31,7,0,3,22.8,-2,2,2,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,普通,22,-2.5,-4.75,-6.25,-3.75,-1.5,-0.85,6,22.92,45.79,23.77,46.64,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,83,10
4,蘇保羅,郭能,3,4,1030,127,1030,127,99,12,0,NULL,NULL,-1,1,1,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.6,NULL,NULL,NULL,23.9,TRUE,FALSE,FALSE,FALSE,TRUE,谷增,144,-8,-7.25,-6.5,1.5,0.75,-0.55,6,23.3,45.88,23.23,45.81,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,94,9
8,呂健威,何澤堯,-10,-1,-10,1,-24,-6,11,14,0,10,22.7,0,-1,0,34,-2,6,6,910,1,1,1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,22,-2.5,-1.5,-5,-2.5,-3.5,-0.16,8,23.38,46.87,23.63,47.12,23.25,45.54,21.83,45.54,50,田增,-5.5,-4,-3.25,-0.94,5,田增,133,-6,-6,-3,0.19,3,NULL,127,13,6
5,苗禮德,史卓豐,-5,0,-8,-3,-12,-7,11,1,0,5,21.4,0,0,4,1114,0,-1,-2,78,4,0,-2,910,NULL,NULL,NULL,NULL,21.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,28,-11,-9.25,-7.5,3.5,1.75,-0.7,6,23.15,45.72,23.27,45.84,25.69,50.19,24.02,50.19,147,縮程,-3.5,-4.5,-13,-1.26,8,同程,162,-3.5,-4,-9,-1.02,9,17,126,28,1
4,文家良,黎海榮,-9,2,14,0,1073,125,191,13,0,6,22.1,0,0,3,1114,0,0,0,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,FALSE,FALSE,FALSE,FALSE,TRUE,同程,14,-7.75,-5.75,-7.5,0.25,-1.75,-0.94,5,24.05,47.33,24.27,47.55,23.43,46.74,NULL,46.74,53,谷增,-7.5,-9.25,-12.75,-0.12,11,NULL,NULL,0,0,0,NULL,NULL,-41,125,150,14
3,容天鵬,楊明綸,6,-1,43,-1,1285,125,9.6,5,0,NULL,NULL,-3,1,6,1114,-2,3,3,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,22,-8.75,-5.25,-5.25,3.5,0,0.01,2,23.2,46.29,23.06,46.15,23.25,45.75,NULL,45.75,50,田增,-7.5,-7.25,-5.25,-0.77,3,NULL,NULL,0,0,0,NULL,NULL,254.4,125,264,8
4,沈集成,潘明輝,-7,-3,-27,-3,-32,-4,92,4,0,9,23,0,-4,-4,56,0,1,-7,56,2,1,1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,25,-2,-4,-4.75,-2.75,-0.75,-0.18,7,23.03,46.13,23.21,46.31,23.54,47,22.93,47,50,同程,-2.5,-2,-4.25,-0.15,13,谷增,81,-5,-5.25,-1.5,-0.65,4,NULL,122,20,13
5,韋達,薛恩,-1,0,12,-2,9,-3,7.9,6,0,4,23.3,0,0,0,1114,0,4,1,78,-1,2,-2,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,22,-6,-7,-10.5,-4.5,-3.5,-1.34,10,23.99,46.66,24.01,46.68,23.18,47.19,24.04,47.19,39,谷縮,-5.25,-3,-2,0.78,3,谷縮,53,-2.5,-1.25,-3.5,-0.57,9,NULL,123,5.8,5
4,葉楚航,巴度,-8,3,8,-2,3,-4,3.4,11,0,NULL,NULL,0,0,-2,12,0,0,0,34,1,-1,-1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,0.25,0.5,-4.5,-4.75,-5,-1.06,10,24.54,48.14,24.73,48.33,23.5,46.17,22.76,46.17,32,谷增,-1.5,-1.5,-1.75,-0.88,8,谷增,39,-1.25,-4.5,-2.25,-1.08,6,7.6,122,11,3
3,告東尼,田泰安,0,2,17,-4,-8,-3,37,3,0,NULL,NULL,0,0,3,1114,1,-3,-3,56,-3,4,4,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,-6.25,-5.5,-7.5,-1.25,-2,-0.78,7,24.31,47.79,24.31,47.79,23.39,46.1,22.94,46.1,32,谷增,-2.75,-3,-2.75,-0.78,7,谷增,46,-2.75,-4,-6,-1.14,7,NULL,120,95,4
5,方嘉柏,希威森,-12,-1,-5,-3,6,4,81,9,0,NULL,NULL,-1,0,3,1114,2,-3,8,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,14,-6.75,-5.5,-6.25,0.5,-0.75,0.11,6,23.61,47.65,23.91,47.95,23.11,46.88,24.44,46.88,34,同程,-5.5,-5.75,-4.25,0.59,3,田縮,56,-0.75,-0.5,-5,-0.9,11,NULL,118,84,2
4,韋達,蔡明紹,-9,1,-5,1,-2,6,6.9,6,0,NULL,NULL,0,-1,2,78,-1,-1,1,1114,0,11,11,1114,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,縮程,22,-5.5,-2.5,-5,0.5,-2.5,-0.34,6,23.27,46.44,23.54,46.71,22.78,46.37,22.84,46.37,50,縮程,-7,-7,-4.75,0.84,3,同程,71,-8.5,-5.75,0.12,-0.53,1,NULL,133,9.9,3
5,沈集成,黎海榮,43,128,1080,128,1080,128,58,8,0,3,22.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.6,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,128,NULL,7
3,賀賢,潘頓,0,127,1111,127,1111,127,2.6,10,0,5,23.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.2,NULL,22.8,NULL,FALSE,TRUE,FALSE,TRUE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,NULL,2
3,方嘉柏,郭能,10,2,1179,127,1179,127,203,7,0,NULL,NULL,0,2,2,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,同程,14,-9.5,-9.25,-8.25,1.25,1,-0.97,5,23.86,46.39,23.56,46.09,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,-27,127,176,9
3,姚本輝,史卓豐,17,2,1120,127,1120,127,3.5,5,0,NULL,NULL,7,2,2,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.6,NULL,NULL,22.6,FALSE,TRUE,FALSE,FALSE,TRUE,田增,34,-4.25,-3.75,-3.25,1,0.5,-1.83,5,23.21,44.02,22.7,43.51,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,127,5.1,1
3,丁冠豪,陳嘉熙,11,-2,1163,120,1163,120,159,1,0,NULL,NULL,-3,0,0,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,34,-5.25,-4.25,-13,-7.75,-8.75,-1.08,12,24.06,46.77,23.73,46.44,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,64,120,223,14
3,徐雨石,巫顯東,0,124,995,124,995,124,238,11,0,8,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,NULL,22.1,21.9,FALSE,TRUE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,124,NULL,11
3,呂健威,楊明綸,-9,-1,1015,127,1015,127,185,3,0,NULL,NULL,3,1,1,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,22,-3.25,-3,-7.25,-4,-4.25,-2.85,10,23.37,44.19,23.64,44.46,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,-84,127,101,6
3,鄭俊偉,田泰安,1,-1,-7,1,1021,126,12,4,0,8,23,3,-3,-3,34,2,-4,-4,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-1.5,0.06,-2,-0.5,-2.06,-1.19,10,23.65,46.11,23.62,46.08,23.75,45.88,NULL,45.88,50,同程,-5.75,-3.25,-5.5,-1.59,11,NULL,NULL,0,0,0,NULL,NULL,NULL,126,16,13
4,蘇保羅,薛恩,-10,-1,-6,0,1176,125,30,13,0,NULL,NULL,1,0,2,1114,2,4,4,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,22,-8.75,-4.25,-7.5,1.25,-3.25,-0.68,7,23.28,46.21,23.58,46.51,23.25,45.34,NULL,45.34,42,同程,-6.25,-5.5,-3.25,-1.16,5,NULL,NULL,0,0,0,NULL,NULL,NULL,125,17,4
6,苗禮德,黃俊,19,-1,25,-8,2,-9,27,9,0,13,22.8,0,0,0,1114,0,4,4,1114,-1,4,4,78,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,133,-13.25,-15.75,-44.5,-31.25,-28.75,-4.46,14,27.57,50.14,27,49.57,22.41,44.74,22.31,44.74,152,同程,-5.75,-5.5,-5.75,-0.32,5,同程,231,-6,-2.75,-2,-0.12,6,NULL,120,39,10
5,告東尼,潘明輝,-1,-6,1,-5,-8,-5,60,12,0,NULL,NULL,-2,-5,-5,78,1,-10,-10,34,1,-11,-11,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,22,-0.75,-2.5,-13.25,-12.5,-10.75,-3.58,13,24.51,45.65,24.54,45.68,25.12,48.11,25.16,48.11,32,NULL,-1,-2.5,-13.5,-2.28,12,同程,50,-0.75,-1,-13.25,-2.74,13,NULL,122,96,5
4,蔡約翰,巴度,-15,4,8,-2,-30,-4,11,14,0,NULL,NULL,-5,3,-2,78,2,-2,-1,78,2,-1,-6,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,14,-5,-3.75,-7.25,-2.25,-3.5,-1.12,9,24.19,47.59,24.64,48.04,23.8,47.49,23.55,47.49,34,縮程,-3,-2.75,-5.5,-0.17,7,縮程,50,-3.75,-3.75,-6.25,-0.13,14,61,124,72,8
4,何良,梁家俊,-5,0,-9,-4,-20,-5,9,2,0,NULL,NULL,0,7,7,1114,-1,3,3,1114,-1,-2,0,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,14,-8,-6.25,-5.75,2.25,0.5,-1.26,6,23.4,45.69,23.55,45.84,22.99,45.78,22.68,45.78,32,NULL,-5.5,-6.25,-3.75,-0.32,3,縮程,50,-5.75,-5.75,-4,0.76,6,55,121,64,12
4,高伯新,郭能,11,4,15,-2,20,21,6.9,11,0,NULL,NULL,0,-7,-7,56,-1,-3,-3,12,-2,6,6,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,-1.75,-3,-5.75,-4,-2.75,-1.79,11,23.52,44.8,23.19,44.47,22.96,44.37,23.22,44.37,46,NULL,0.06,-0.25,-5.25,-1.61,9,同程,60,-2,-4,-3.25,-2.04,4,15.1,131,22,4
6,沈集成,薛恩,5,16,4,-3,11,2,32,6,0,NULL,NULL,-1,-2,-2,34,0,-8,-8,12,0,0,0,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,-1.25,-3,-4.75,-3.5,-1.75,-1.54,9,23.53,44.89,23.38,44.74,23.23,43.98,22.79,43.98,28,同程,0.25,0.5,-4.5,-2.57,13,同程,56,0.5,0.25,0.25,-2.22,5,NULL,130,27,9
4,蔡約翰,巴度,-8,-4,-9,-2,-8,-3,21,8,0,NULL,NULL,-2,3,3,910,0,4,4,1114,1,-1,-1,910,NULL,NULL,22.6,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,田縮,7,-3.5,-4,-2,1.5,2,-0.37,2,22.57,45.13,22.81,45.37,23.3,45.5,23.08,45.5,39,谷縮,-6.25,-7.5,-3.5,-1.16,2,谷縮,53,-7.5,-6.25,-6,-0.03,9,43,129,64,6
3,蘇偉賢,田泰安,-8,-1,-2,3,27,3,6.6,4,0,NULL,NULL,-2,3,3,56,0,2,2,56,0,6,6,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-0.5,-1,-0.5,0,0.5,-1.7,3,22.26,43.09,22.5,43.33,22.38,43.87,22.47,43.87,46,NULL,-2,-2.75,-3,-0.8,4,NULL,81,-3.25,-4.5,-2,-0.82,3,NULL,128,4.1,5
4,霍利時,黃皓楠,0,124,1090,124,1090,124,234,7,0,6,23.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.8,NULL,22.3,NULL,FALSE,TRUE,FALSE,TRUE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,124,NULL,11
4,鄭俊偉,潘頓,0,122,1259,122,1259,122,9.1,2,0,8,22.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,122,NULL,13
4,方嘉柏,楊明綸,-4,-1,-49,-5,1070,122,322,3,0,NULL,NULL,-1,1,1,1114,-1,-2,-2,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,95,-3.75,-7.5,-13.75,-10,-6.25,-1.75,11,23.73,45.86,23.85,45.98,24.56,45.5,NULL,45.5,162,同程,-2.5,-4.25,-16.25,-3.77,13,NULL,NULL,0,0,0,NULL,NULL,-71,122,251,12
4,姚本輝,陳嘉熙,-6,-6,-16,-6,-24,-18,13,1,0,NULL,NULL,0,-3,-3,12,5,-3,-3,56,0,0,0,12,NULL,NULL,NULL,NULL,23.3,FALSE,FALSE,FALSE,FALSE,TRUE,同程,91,-0.75,-0.5,-3.75,-3,-3.25,-2.88,10,22.87,43.22,23.05,43.4,22.57,43.26,21.42,43.26,113,同程,-1.75,-0.5,-1.25,-2.06,8,同程,141,0.75,0.5,1.75,-1.29,1,NULL,114,9.7,1
3,韋達,梁家俊,0,119,1149,119,1149,119,95,14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,22.1,FALSE,FALSE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,119,NULL,7
3,告東尼,史卓豐,-2,-2,11,-5,12,-4,47,9,0,4,22.6,0,0,0,1114,-2,-7,-7,12,-1,2,2,910,NULL,NULL,NULL,NULL,23.9,FALSE,FALSE,FALSE,FALSE,TRUE,縮程,22,-5.25,-11.75,-9.5,-4.25,2.25,-0.52,4,23.37,46.34,23.43,46.4,23.94,46.64,23.38,46.64,60,田縮,0.06,-0.06,-7,-1.39,12,谷縮,74,-3.25,-4.5,-3.75,-0.6,8,99,118,146,10
3,約翰摩亞,希威森,-4,-1,-13,-7,-6,-6,40,10,0,NULL,NULL,0,-7,-7,12,-2,-4,-4,34,0,0,0,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田縮,14,-1,-2,-5.25,-4.25,-3.25,-1.83,12,24.3,46.92,24.42,47.04,22.96,43.79,23.45,43.79,28,同程,-0.25,-0.75,-4.5,-2.34,11,谷縮,39,-3.25,-2.25,-3,-1.34,8,91,118,131,3
6,葉楚航,潘明輝,2,-4,14,-4,-13,-4,21,13,0,5,22.5,-2,-1,-1,910,0,-3,-3,910,3,2,2,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-2,-3.5,-6.5,-4.5,-3,-2.08,9,23.01,44,22.95,43.94,23.17,43.8,22.73,43.8,56,同程,-2,-2.75,-6.25,-2.66,13,同程,162,-1.25,-0.75,-1.25,-2.27,3,NULL,115,33,8
5,徐雨石,巫顯東,5,-5,1,-8,-15,-6,346,12,0,4,23.6,0,0,-12,12,-1,-2,-2,1114,-7,-1,-1,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,22,-1.25,-1.5,-8.75,-7.5,-7.25,-1.82,14,25.07,48.32,24.92,48.17,23.23,43.86,24.88,43.86,56,同程,-3,-3.75,-8.5,-2.84,14,同程,71,-1.25,-5.25,-17.75,-4.09,14,110,112,456,14
3,文家良,蔡明紹,11,-13,-12,-12,-18,-10,1.8,5,0,NULL,NULL,0,2,2,34,1,-1,-1,12,2,6,6,910,NULL,22.9,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,34,-1.5,-1.25,0.25,1.75,1.5,-1.65,3,22.44,43.29,22.11,42.96,22.28,42.75,22.58,42.75,77,同程,-0.5,0.25,-0.25,-2.17,3,同程,99,-3,-2,-5.5,-2.34,4,NULL,115,2.8,2
5,方嘉柏,黃俊,-11,-5,-8,0,-14,7,13,6,0,NULL,NULL,0,0,0,34,1,3,3,56,-1,4,4,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,14,-2,-1.5,-1.75,0.25,-0.25,0.56,4,22.22,45.4,22.5,45.68,23.42,45.77,22.68,45.77,66,谷增,-3.5,-4.75,-1,-1.07,3,谷增,144,-1,-2.75,0.25,-0.81,5,NULL,128,4.6,4
5,告東尼,史卓豐,-24,12,-1,-3,26,7,2,1,0,NULL,NULL,0,1,7,910,0,0,9,910,0,3,3,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,22,-6.25,-3.5,3.5,9.75,7,-0.63,1,22.98,45.63,23.58,46.23,23.03,45.9,22.95,45.9,42,同程,-6.75,-5.75,0.75,-0.23,3,同程,231,-3.5,-2.25,0.06,0.67,2,NULL,130,2.5,1
6,徐雨石,陳嘉熙,-7,-2,-9,-11,-3,-11,158,13,0,NULL,NULL,0,2,2,1114,2,-11,-11,34,-1,-6,-6,34,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,谷增,18,-5,-8.25,-5.25,-0.25,3,-0.53,2,21.91,43.51,22.08,43.68,23.32,46.35,23.5,46.35,50,田增,-1.75,-1,-7.75,-0.56,14,田增,71,-1.5,-2,-6,-1.08,13,NULL,112,16,12
5,蘇偉賢,潘頓,18,4,19,3,29,3,3.8,2,0,NULL,NULL,-3,0,10,1114,3,1,-1,910,2,0,-4,56,NULL,NULL,NULL,NULL,23.4,FALSE,FALSE,FALSE,FALSE,TRUE,同程,22,-7,-5.5,-0.25,6.75,5.25,-0.1,1,23.62,46.59,23.17,46.14,23.02,46.43,23.71,46.43,71,同程,-3.75,-3,-3.5,0.46,8,縮程,99,-2.5,-1.5,-5,-0.41,9,33.2,128,37,2
6,蘇保羅,希威森,17,-1,12,-2,-2,-2,73,12,0,NULL,NULL,0,0,-4,34,0,3,3,1114,-1,1,1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷縮,46,-2,-2.25,-3.25,-1.25,-1,0.15,9,24.32,48.39,23.9,47.97,22.34,44.79,23.04,44.79,74,谷增,-9,-7.25,-7.25,0.06,1,谷增,95,-5,-3.5,-2,-0.24,6,NULL,127,11,10
5,丁冠豪,楊明綸,6,0,-2,9,2,-3,11,4,0,NULL,NULL,0,0,0,34,1,7,7,910,1,6,6,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,谷增,32,-1.75,-1.25,-2.75,-1,-1.5,-0.06,7,23.02,45.83,22.87,45.68,22.81,45.45,22.69,45.45,102,谷增,-2.75,-3.25,0.75,0.05,2,谷增,144,-4.5,-3,0.12,-0.3,1,NULL,125,3.6,6
